gender,age,education_level,income,employment_status,city,credit_score,experience_years,loan_amount,hired,loan_approved
Male,54,PhD,142016.0,Employed,Star City,826.0,25,34192,Yes,Yes
Male,53,Bachelors,90506.0,Employed,Gotham,822.0,25,25733,No,Yes
Female,38,Masters,54967.0,Employed,Gotham,695.0,16,60321,Yes,Yes
Male,40,Bachelors,66023.0,Employed,Gotham,388.0,15,91129,Yes,No
Female,48,Masters,84288.0,Self-Employed,Star City,302.0,27,22316,No,No
Female,27,Bachelors,154939.0,Employed,Central City,835.0,3,58948,No,Yes
Female,56,PhD,131541.0,Employed,Gotham,820.0,33,91568,Yes,Yes
Male,58,Masters,56622.0,Unemployed,Star City,370.0,39,96919,Yes,No
Male,55,PhD,75201.0,Employed,Metropolis,438.0,30,67173,Yes,No
Male,41,Masters,46350.0,Employed,Gotham,309.0,21,15714,Yes,No
Male,46,PhD,84820.0,Employed,Metropolis,814.0,22,16043,Yes,Yes
Female,25,Masters,78709.0,Employed,Metropolis,830.0,0,66257,Yes,Yes
Male,31,Bachelors,118232.0,Employed,Gotham,429.0,4,83058,Yes,Yes
Male,31,Bachelors,188542.0,Self-Employed,Star City,700.0,2,62949,No,Yes
Female,45,Bachelors,191961.0,Employed,Gotham,520.0,18,21553,Yes,Yes
Female,42,High School,171296.0,Self-Employed,Gotham,736.0,12,46528,No,Yes
Female,32,Bachelors,166537.0,Employed,Gotham,699.0,6,39784,No,Yes
Male,48,Bachelors,,Employed,Gotham,412.0,29,83904,Yes,Yes
Male,37,Bachelors,127739.0,Employed,Metropolis,751.0,14,63192,Yes,Yes
Male,47,PhD,,Employed,Metropolis,517.0,23,16170,Yes,Yes
Male,51,PhD,164016.0,Unemployed,Metropolis,357.0,26,50896,No,No
Male,37,Bachelors,54336.0,Employed,Gotham,412.0,14,85040,Yes,No
Male,28,Bachelors,68624.0,Unemployed,Metropolis,421.0,6,95919,Yes,No
Male,37,Bachelors,95206.0,Unemployed,Metropolis,707.0,10,54007,Yes,No
Male,56,Bachelors,74764.0,Unemployed,Gotham,759.0,35,84258,Yes,No
Male,37,Masters,124325.0,Employed,Gotham,384.0,13,70849,Yes,No
Female,33,Bachelors,75420.0,Unemployed,Gotham,699.0,12,21609,Yes,No
Female,56,Bachelors,134381.0,Employed,Metropolis,655.0,33,54610,Yes,Yes
Female,42,Masters,95671.0,Employed,Gotham,398.0,14,80818,No,No
Male,57,Masters,176845.0,Employed,Star City,820.0,40,29270,Yes,Yes
Male,38,Bachelors,137596.0,Self-Employed,Star City,817.0,15,31326,Yes,Yes
Male,53,Masters,56447.0,Employed,Star City,407.0,29,31531,No,Yes
Female,27,Bachelors,165105.0,Employed,Metropolis,451.0,7,67599,Yes,No
Female,45,Bachelors,50497.0,Employed,Gotham,326.0,18,55960,No,No
Male,48,High School,109714.0,Employed,Metropolis,418.0,19,34354,No,No
Female,41,Bachelors,156892.0,Employed,Metropolis,399.0,21,91519,Yes,Yes
Male,46,Bachelors,182050.0,Self-Employed,Metropolis,302.0,28,48639,Yes,No
Male,23,Bachelors,173954.0,Employed,Star City,628.0,2,93698,Yes,Yes
Female,30,Masters,178017.0,Self-Employed,Gotham,828.0,11,96280,Yes,Yes
Female,49,Masters,89870.0,Employed,Gotham,405.0,21,60739,No,No
Female,59,Bachelors,,Unemployed,Gotham,529.0,35,38128,No,No
Female,24,High School,127847.0,Employed,Metropolis,603.0,0,98523,No,Yes
Male,41,Masters,126134.0,Employed,Gotham,476.0,23,55832,Yes,Yes
Female,27,High School,,Employed,Gotham,383.0,6,95557,No,No
Male,54,PhD,131110.0,Employed,Gotham,562.0,36,99220,Yes,Yes
Female,22,Masters,179711.0,Self-Employed,Star City,495.0,0,66316,Yes,No
Male,58,Bachelors,101918.0,Employed,Metropolis,548.0,31,35790,Yes,Yes
Female,27,Bachelors,33159.0,Self-Employed,Star City,681.0,10,76683,Yes,No
Male,55,High School,101192.0,Employed,Gotham,757.0,33,15550,No,Yes
Female,36,Bachelors,96988.0,Employed,Gotham,708.0,18,33769,Yes,Yes
Male,47,Bachelors,137739.0,Employed,Gotham,380.0,24,17138,Yes,No
Female,35,Masters,48706.0,Employed,Central City,711.0,21,57404,Yes,Yes
Male,28,Bachelors,170934.0,Employed,Metropolis,505.0,10,70486,No,Yes
Male,52,Bachelors,40219.0,Employed,Gotham,687.0,29,91864,No,Yes
Male,45,Bachelors,119017.0,Unemployed,Gotham,698.0,23,84601,Yes,Yes
Male,52,Bachelors,64536.0,Employed,Metropolis,307.0,30,64816,No,No
Female,50,High School,,Employed,Metropolis,816.0,23,84101,Yes,Yes
Male,53,High School,138798.0,Employed,Star City,749.0,29,11194,Yes,Yes
Female,38,High School,63937.0,Employed,Metropolis,775.0,13,49255,No,Yes
Male,35,Masters,51094.0,Self-Employed,Metropolis,641.0,13,62679,Yes,Yes
Male,57,Bachelors,155312.0,Self-Employed,Central City,372.0,31,39533,Yes,No
Female,45,Masters,134894.0,Employed,Star City,420.0,22,95401,Yes,Yes
Female,48,Bachelors,147118.0,Self-Employed,Metropolis,601.0,24,15615,No,Yes
Male,46,Bachelors,188996.0,Employed,Gotham,533.0,24,25084,Yes,No
Female,53,Bachelors,,Employed,Gotham,365.0,36,18016,Yes,Yes
Female,39,Masters,161195.0,Employed,Star City,529.0,21,36725,No,Yes
Male,39,Bachelors,101445.0,Self-Employed,Star City,842.0,11,44825,Yes,Yes
Female,58,Bachelors,61854.0,Employed,Star City,350.0,35,54072,No,No
Female,47,Bachelors,90796.0,Employed,Metropolis,628.0,23,28801,No,Yes
Female,30,Bachelors,99432.0,Employed,Gotham,686.0,5,47246,No,Yes
Male,56,Bachelors,47111.0,Employed,Metropolis,337.0,40,32854,Yes,No
Female,29,Masters,102575.0,Unemployed,Metropolis,472.0,4,67793,Yes,No
Male,41,Bachelors,140380.0,Employed,Star City,792.0,17,47386,Yes,Yes
Male,43,Masters,54099.0,Employed,Metropolis,,28,24142,Yes,Yes
Male,40,Bachelors,138871.0,Employed,Gotham,340.0,21,27393,Yes,No
Male,51,Masters,45029.0,Employed,Star City,428.0,27,13778,Yes,No
Female,49,Masters,192883.0,Employed,Metropolis,353.0,30,25318,Yes,Yes
Female,56,Bachelors,45793.0,Employed,Metropolis,385.0,33,57068,No,No
Female,32,Masters,78106.0,Employed,Star City,568.0,9,54778,Yes,Yes
Male,52,Masters,115662.0,Employed,Central City,595.0,26,11250,No,No
Male,57,Bachelors,162044.0,Employed,Star City,320.0,25,66161,No,No
Male,51,Bachelors,161432.0,Employed,Gotham,514.0,23,53348,No,No
Female,44,Masters,163704.0,Employed,Metropolis,724.0,17,28703,Yes,Yes
Male,40,Bachelors,197030.0,Employed,Metropolis,488.0,19,48678,Yes,Yes
Female,33,High School,110882.0,Employed,Gotham,460.0,11,98458,Yes,Yes
Female,36,Masters,,Employed,Metropolis,840.0,18,62347,Yes,Yes
Male,52,High School,179080.0,Employed,Star City,680.0,25,78493,Yes,Yes
Female,58,Masters,107656.0,Self-Employed,Gotham,543.0,40,32722,Yes,No
Male,58,Masters,191355.0,Employed,Gotham,482.0,40,23894,Yes,Yes
Female,36,PhD,80908.0,Self-Employed,Star City,843.0,14,67063,No,Yes
Female,50,High School,168890.0,Self-Employed,Star City,847.0,25,35772,Yes,Yes
Male,47,Bachelors,60579.0,Employed,Gotham,392.0,22,46042,No,No
Male,23,Bachelors,85178.0,Employed,Central City,667.0,1,74181,Yes,No
Female,41,Bachelors,,Employed,Central City,458.0,26,57856,No,No
Female,36,High School,125373.0,Employed,Central City,697.0,13,45816,No,Yes
Male,25,Bachelors,162047.0,Self-Employed,Star City,479.0,0,78475,Yes,Yes
Female,43,Bachelors,46265.0,Employed,Star City,737.0,28,21670,Yes,Yes
Female,59,Bachelors,93518.0,Employed,Gotham,672.0,35,71572,No,Yes
Female,44,Masters,165390.0,Employed,Metropolis,605.0,27,89967,No,Yes
Male,47,Masters,150611.0,Unemployed,Metropolis,678.0,27,19049,No,Yes
Female,32,Masters,196153.0,Employed,Metropolis,517.0,9,21028,No,No
Female,49,PhD,145475.0,Employed,Metropolis,628.0,30,44520,Yes,Yes
Male,23,Bachelors,134968.0,Employed,Gotham,642.0,0,39587,No,Yes
Male,29,PhD,141686.0,Employed,Metropolis,462.0,5,66599,Yes,No
Female,50,Masters,106377.0,Employed,Central City,457.0,25,28050,Yes,Yes
Male,32,Bachelors,121671.0,Employed,Star City,409.0,9,74597,No,No
Female,58,Bachelors,173499.0,Employed,Metropolis,649.0,38,77399,Yes,Yes
Male,39,Bachelors,132263.0,Employed,Metropolis,664.0,19,14461,No,Yes
Male,35,Bachelors,186237.0,Employed,Star City,314.0,6,47980,Yes,No
Female,31,Bachelors,151359.0,Employed,Star City,452.0,6,12118,Yes,No
Male,56,Bachelors,128844.0,Employed,Central City,831.0,32,88149,Yes,Yes
Male,30,Masters,94927.0,Employed,Central City,699.0,10,48394,Yes,Yes
Male,56,Bachelors,103170.0,Employed,Central City,351.0,28,52309,No,No
Female,32,Bachelors,106150.0,Employed,Gotham,768.0,12,17358,No,No
Male,33,Masters,54866.0,Employed,Metropolis,620.0,6,52030,Yes,Yes
Male,24,Bachelors,40282.0,Employed,Star City,666.0,2,93673,No,Yes
Female,35,PhD,181391.0,Employed,Metropolis,785.0,17,66291,Yes,Yes
Male,49,Bachelors,197798.0,Employed,Star City,315.0,22,39922,No,No
Female,32,PhD,45412.0,Employed,Gotham,710.0,10,73215,Yes,Yes
Male,46,High School,154135.0,Employed,Star City,573.0,23,54447,Yes,Yes
Female,42,Bachelors,150019.0,Employed,Metropolis,605.0,16,41572,Yes,Yes
Male,31,High School,54583.0,Employed,Gotham,391.0,4,37517,No,Yes
Female,36,Masters,91922.0,Self-Employed,Gotham,757.0,11,30649,No,Yes
Male,40,Masters,36185.0,Employed,Central City,569.0,14,39927,Yes,Yes
Male,43,Bachelors,116348.0,Employed,Metropolis,351.0,20,21591,Yes,No
Male,42,PhD,,Self-Employed,Central City,420.0,18,35832,Yes,Yes
Male,53,Bachelors,47423.0,Employed,Star City,349.0,32,95638,Yes,Yes
Male,44,Masters,81268.0,Self-Employed,Star City,774.0,25,73524,Yes,Yes
Male,34,Masters,142692.0,Employed,Star City,791.0,5,82450,Yes,Yes
Female,26,Bachelors,197858.0,Employed,Gotham,679.0,2,48289,No,Yes
Male,25,Bachelors,125201.0,Employed,Metropolis,686.0,0,86411,Yes,Yes
Male,49,PhD,113744.0,Employed,Metropolis,588.0,22,10425,Yes,Yes
Female,35,PhD,148222.0,Employed,Star City,753.0,6,40600,Yes,Yes
Female,29,PhD,118590.0,Employed,Star City,670.0,0,90279,Yes,Yes
Male,30,PhD,191549.0,Employed,Metropolis,483.0,5,82454,Yes,No
Male,56,Bachelors,152942.0,Self-Employed,Gotham,504.0,35,17008,Yes,No
Male,58,Masters,164643.0,Employed,Gotham,471.0,37,51176,Yes,No
Female,42,Bachelors,49576.0,Employed,Metropolis,521.0,15,18801,No,Yes
Female,39,PhD,149641.0,Employed,Gotham,467.0,12,22645,Yes,Yes
Male,54,Bachelors,170752.0,Employed,Metropolis,543.0,32,35300,Yes,Yes
Female,29,Bachelors,186778.0,Employed,Metropolis,517.0,5,23157,Yes,Yes
Female,38,Bachelors,145042.0,Employed,Gotham,355.0,19,19015,Yes,Yes
Female,52,Bachelors,163846.0,Employed,Gotham,466.0,25,69111,Yes,No
Female,55,High School,,Employed,Metropolis,818.0,25,85705,Yes,Yes
Male,27,Masters,175120.0,Self-Employed,Gotham,441.0,7,26273,No,Yes
Male,43,Masters,128908.0,Employed,Metropolis,424.0,13,38465,Yes,No
Male,35,Bachelors,138724.0,Employed,Metropolis,389.0,7,93104,Yes,No
Male,24,Masters,110225.0,Employed,Metropolis,610.0,0,71723,Yes,Yes
Male,33,Masters,,Employed,Metropolis,670.0,9,34759,Yes,Yes
Female,57,Bachelors,156170.0,Employed,Metropolis,515.0,37,95528,No,Yes
Male,33,Bachelors,128737.0,Employed,Star City,740.0,6,90013,No,Yes
Male,23,Masters,126537.0,Self-Employed,Gotham,485.0,6,85347,Yes,Yes
Male,23,Masters,87602.0,Employed,Metropolis,452.0,0,47094,Yes,Yes
Female,36,Bachelors,96403.0,Employed,Metropolis,395.0,12,34019,No,Yes
Male,44,Masters,57182.0,Employed,Metropolis,635.0,25,91798,Yes,Yes
Male,50,High School,109876.0,Employed,Star City,814.0,31,12435,Yes,Yes
Male,38,Bachelors,77059.0,Employed,Metropolis,448.0,4,10734,Yes,No
Male,53,Bachelors,169859.0,Employed,Metropolis,831.0,40,42925,No,Yes
Female,28,Bachelors,30393.0,Employed,Gotham,701.0,4,68685,Yes,No
Female,51,Masters,91775.0,Employed,Gotham,630.0,30,59146,No,Yes
Male,49,PhD,173128.0,Employed,Metropolis,526.0,25,17764,Yes,No
Female,35,Bachelors,189501.0,Employed,Gotham,657.0,21,27459,No,Yes
Female,51,Bachelors,75909.0,Employed,Metropolis,615.0,34,80658,Yes,Yes
Female,38,Masters,,Employed,Metropolis,335.0,24,40342,Yes,No
Male,53,Masters,127435.0,Employed,Gotham,808.0,32,52821,No,Yes
Male,27,Masters,116290.0,Employed,Star City,777.0,8,50958,Yes,Yes
Male,45,Masters,74389.0,Employed,Gotham,727.0,18,69973,No,Yes
Female,27,Bachelors,50905.0,Employed,Metropolis,749.0,3,66993,No,Yes
Male,48,Masters,87557.0,Employed,Gotham,389.0,29,33135,Yes,Yes
Male,39,Bachelors,146814.0,Self-Employed,Metropolis,840.0,18,65525,No,Yes
Male,45,Bachelors,114752.0,Employed,Star City,475.0,23,78500,No,No
Female,58,Bachelors,34574.0,Self-Employed,Gotham,719.0,32,89114,Yes,No
Male,45,Bachelors,118291.0,Employed,Metropolis,470.0,27,56385,Yes,Yes
Female,59,PhD,126777.0,Employed,Gotham,693.0,40,99942,No,Yes
Female,55,Masters,54737.0,Employed,Gotham,565.0,37,47893,No,Yes
Male,36,Bachelors,53390.0,Employed,Metropolis,803.0,15,76669,Yes,Yes
Female,32,Bachelors,121612.0,Unemployed,Star City,,10,47006,No,No
Male,43,Bachelors,82330.0,Employed,Star City,325.0,25,15786,Yes,No
Female,45,Bachelors,101082.0,Employed,Metropolis,,26,38878,No,Yes
Male,22,Masters,182352.0,Employed,Central City,399.0,0,65724,No,Yes
Female,39,PhD,,Employed,Gotham,741.0,18,90131,Yes,Yes
Female,33,PhD,146668.0,Employed,Star City,724.0,13,98013,Yes,Yes
Female,49,Masters,149229.0,Employed,Star City,329.0,24,87484,Yes,No
Female,28,Masters,189636.0,Employed,Gotham,795.0,9,67464,Yes,Yes
Male,44,Bachelors,126342.0,Self-Employed,Metropolis,490.0,24,55468,Yes,No
Female,42,Bachelors,119928.0,Employed,Central City,,18,86939,No,Yes
Female,55,Bachelors,58087.0,Employed,Metropolis,439.0,27,92340,Yes,No
Female,32,Bachelors,139844.0,Employed,Metropolis,619.0,12,85457,No,Yes
Male,43,Masters,42803.0,Unemployed,Metropolis,668.0,28,45603,Yes,Yes
Female,56,Bachelors,96761.0,Employed,Star City,596.0,35,77621,No,Yes
Female,50,Bachelors,158574.0,Employed,Central City,499.0,30,49837,No,Yes
Female,49,Bachelors,108579.0,Unemployed,Metropolis,678.0,22,33854,No,Yes
Male,39,PhD,177235.0,Employed,Star City,379.0,16,28761,Yes,No
Female,35,Bachelors,66764.0,Employed,Metropolis,746.0,12,62009,No,Yes
Male,39,Masters,77055.0,Employed,Central City,800.0,13,87828,Yes,Yes
Female,49,Masters,81599.0,Self-Employed,Gotham,558.0,28,11455,No,Yes
Male,45,Bachelors,112787.0,Unemployed,Metropolis,843.0,24,68332,Yes,Yes
Female,29,Bachelors,69720.0,Self-Employed,Metropolis,420.0,5,23682,Yes,Yes
Female,29,Masters,123120.0,Employed,Metropolis,354.0,6,88718,Yes,Yes
Male,25,Bachelors,157976.0,Employed,Metropolis,792.0,11,11890,Yes,Yes
Female,48,PhD,144067.0,Employed,Star City,317.0,23,57206,Yes,No
Male,57,Bachelors,199924.0,Self-Employed,Metropolis,608.0,30,51609,Yes,Yes
Female,26,High School,,Self-Employed,Central City,409.0,0,69172,No,No
Female,54,Masters,138508.0,Employed,Gotham,630.0,32,45196,Yes,No
Female,55,Masters,120351.0,Employed,Gotham,563.0,22,81745,Yes,Yes
Female,51,PhD,78865.0,Employed,Metropolis,567.0,26,61469,Yes,Yes
Female,29,Masters,84457.0,Employed,Star City,734.0,3,67390,Yes,Yes
Male,47,PhD,120159.0,Employed,Gotham,749.0,24,41635,Yes,Yes
Male,58,Masters,197889.0,Employed,Star City,596.0,35,50816,Yes,Yes
Female,55,Masters,123391.0,Employed,Central City,436.0,34,66499,Yes,Yes
Female,28,Bachelors,80400.0,Employed,Metropolis,696.0,8,17282,Yes,Yes
Female,49,Bachelors,66258.0,Self-Employed,Metropolis,483.0,31,91454,Yes,Yes
Female,49,PhD,141466.0,Self-Employed,Star City,711.0,25,20446,Yes,Yes
Male,35,Bachelors,179353.0,Unemployed,Star City,619.0,10,26456,Yes,No
Female,59,Bachelors,107264.0,Employed,Gotham,625.0,40,13457,No,Yes
Male,25,Bachelors,199795.0,Employed,Metropolis,716.0,0,91832,No,Yes
Male,39,Bachelors,171234.0,Employed,Gotham,389.0,20,46853,No,No
Male,46,Bachelors,138877.0,Unemployed,Metropolis,740.0,24,53037,Yes,Yes
Male,28,High School,41338.0,Employed,Metropolis,374.0,7,60695,Yes,Yes
Male,59,Masters,41675.0,Employed,Gotham,566.0,38,25223,No,No
Male,49,Bachelors,,Employed,Metropolis,611.0,27,30880,Yes,Yes
Female,26,Bachelors,50080.0,Self-Employed,Gotham,782.0,4,85764,Yes,Yes
Male,24,Bachelors,,Employed,Central City,327.0,0,80285,Yes,No
Male,52,High School,40019.0,Employed,Star City,641.0,27,15045,No,Yes
Male,41,Bachelors,118304.0,Employed,Central City,725.0,26,43615,No,Yes
Male,40,Masters,34486.0,Self-Employed,Star City,834.0,20,71424,Yes,Yes
Male,32,High School,112021.0,Employed,Metropolis,709.0,14,98494,Yes,Yes
Male,24,PhD,148411.0,Employed,Star City,584.0,0,92458,No,No
Female,44,Bachelors,180184.0,Employed,Central City,405.0,22,67414,Yes,No
Female,28,Bachelors,81697.0,Employed,Central City,803.0,8,40426,No,Yes
Female,44,Bachelors,85998.0,Employed,Gotham,345.0,26,24113,Yes,No
Male,28,High School,139537.0,Employed,Metropolis,746.0,5,67599,Yes,Yes
Male,55,Masters,127816.0,Employed,Metropolis,443.0,34,74614,Yes,No
Female,40,Masters,56576.0,Self-Employed,Metropolis,836.0,20,85922,No,Yes
Male,30,Masters,138064.0,Employed,Central City,361.0,11,76437,Yes,Yes
Male,39,Bachelors,111238.0,Employed,Gotham,381.0,16,28267,Yes,No
Male,46,Bachelors,182392.0,Employed,Star City,635.0,29,83867,No,Yes
Male,35,Bachelors,155885.0,Employed,Gotham,510.0,7,61854,Yes,Yes
Male,46,PhD,95729.0,Self-Employed,Gotham,699.0,19,86396,Yes,Yes
Male,40,Bachelors,120853.0,Employed,Metropolis,646.0,19,21110,Yes,Yes
Female,36,Masters,151992.0,Employed,Metropolis,497.0,15,30543,No,Yes
Male,37,Bachelors,59144.0,Employed,Gotham,676.0,14,52254,No,No
Female,48,Bachelors,155143.0,Employed,Gotham,461.0,24,86610,Yes,No
Female,31,Bachelors,107148.0,Employed,Metropolis,507.0,7,27800,Yes,No
Female,25,High School,49307.0,Employed,Star City,726.0,0,21264,No,Yes
Female,40,Masters,90598.0,Self-Employed,Metropolis,343.0,17,73534,Yes,No
Female,49,Bachelors,,Employed,Star City,790.0,20,96883,Yes,Yes
Male,42,Masters,181321.0,Employed,Metropolis,578.0,24,64025,No,Yes
Male,35,High School,121810.0,Employed,Gotham,445.0,14,97041,Yes,Yes
Male,54,PhD,132870.0,Unemployed,Metropolis,,37,92278,No,No
Female,31,Bachelors,102131.0,Employed,Star City,821.0,9,11500,No,Yes
Female,40,Masters,124138.0,Employed,Gotham,410.0,17,50887,No,No
Male,51,Masters,199449.0,Employed,Gotham,848.0,29,10814,Yes,Yes
Female,43,PhD,133412.0,Self-Employed,Central City,354.0,18,24539,Yes,Yes
Male,24,Bachelors,,Employed,Metropolis,522.0,0,47834,Yes,No
Female,58,Masters,72926.0,Employed,Metropolis,823.0,32,67570,No,Yes
Male,39,Bachelors,,Employed,Star City,445.0,15,86723,Yes,Yes
Male,32,Bachelors,117750.0,Self-Employed,Gotham,563.0,6,62987,Yes,No
Male,23,Bachelors,68599.0,Employed,Metropolis,843.0,6,16086,Yes,Yes
Male,33,Bachelors,139490.0,Self-Employed,Gotham,767.0,8,21510,No,Yes
Male,27,PhD,123330.0,Employed,Metropolis,486.0,6,89665,Yes,Yes
Male,50,High School,52593.0,Employed,Metropolis,642.0,30,44832,Yes,No
Female,51,Bachelors,139865.0,Employed,Gotham,398.0,33,61503,Yes,Yes
Male,23,Masters,162192.0,Employed,Star City,605.0,3,24200,No,Yes
Male,30,Bachelors,177563.0,Employed,Gotham,498.0,7,36113,Yes,No
Female,23,Masters,73638.0,Employed,Gotham,453.0,7,40141,No,No
Female,50,Bachelors,35193.0,Employed,Star City,395.0,23,92186,Yes,No
Male,54,Bachelors,45213.0,Employed,Metropolis,658.0,28,67303,Yes,Yes
Male,31,Bachelors,109766.0,Employed,Star City,698.0,9,23408,No,Yes
Male,55,PhD,178259.0,Employed,Star City,675.0,33,23594,Yes,Yes
Male,29,Masters,171112.0,Self-Employed,Metropolis,,10,52230,Yes,Yes
Female,58,PhD,59949.0,Employed,Metropolis,571.0,36,18226,Yes,No
Male,54,High School,164599.0,Employed,Central City,594.0,33,42212,Yes,Yes
Male,27,Bachelors,132433.0,Employed,Central City,694.0,8,10067,Yes,Yes
Female,40,Bachelors,179829.0,Employed,Metropolis,771.0,18,92108,No,Yes
Male,53,High School,,Employed,Metropolis,847.0,33,55663,No,Yes
Female,48,Bachelors,175384.0,Unemployed,Metropolis,317.0,22,59834,Yes,No
Male,22,Masters,183191.0,Self-Employed,Metropolis,376.0,0,23232,Yes,Yes
Female,54,Bachelors,172876.0,Employed,Gotham,348.0,35,86682,No,Yes
Male,53,Bachelors,76545.0,Employed,Gotham,797.0,31,45906,Yes,Yes
Female,26,Masters,106519.0,Employed,Star City,725.0,4,56002,Yes,Yes
Female,38,Masters,191071.0,Employed,Metropolis,428.0,13,52291,No,Yes
Male,29,Bachelors,,Employed,Star City,818.0,5,13190,Yes,Yes
Female,55,Bachelors,124324.0,Employed,Metropolis,603.0,34,91578,No,Yes
Female,30,Bachelors,33768.0,Employed,Metropolis,411.0,6,82889,No,No
Female,44,Bachelors,31504.0,Employed,Gotham,662.0,18,39645,No,No
Female,56,Masters,97986.0,Employed,Metropolis,365.0,30,99157,No,Yes
Female,28,Bachelors,146721.0,Employed,Metropolis,330.0,3,23930,Yes,Yes
Male,36,Masters,38002.0,Employed,Star City,594.0,12,12595,Yes,No
Male,41,Masters,105427.0,Employed,Metropolis,618.0,17,97387,No,Yes
Female,46,Masters,68787.0,Employed,Star City,313.0,30,74402,No,No
Male,24,Bachelors,43898.0,Self-Employed,Metropolis,541.0,5,11218,Yes,No
Female,45,Bachelors,171544.0,Self-Employed,Metropolis,652.0,24,97819,No,Yes
Female,55,Masters,110800.0,Employed,Gotham,547.0,40,18675,No,No
Male,43,Bachelors,139023.0,Employed,Star City,767.0,20,73447,Yes,Yes
Male,32,Bachelors,193704.0,Employed,Gotham,687.0,11,96603,Yes,Yes
Female,29,Bachelors,156718.0,Employed,Gotham,741.0,8,33831,Yes,Yes
Male,56,Bachelors,63743.0,Employed,Central City,641.0,35,34384,Yes,Yes
Female,59,Masters,160864.0,Employed,Star City,815.0,34,72811,Yes,Yes
Male,29,Bachelors,182395.0,Employed,Metropolis,344.0,5,50527,Yes,Yes
Female,58,Bachelors,46868.0,Employed,Star City,718.0,32,87277,No,Yes
Male,48,Bachelors,32080.0,Unemployed,Gotham,502.0,27,68465,No,No
Female,49,Bachelors,174848.0,Employed,Star City,838.0,27,26665,No,Yes
Male,55,Masters,93271.0,Employed,Gotham,,25,51589,Yes,No
Female,53,Masters,107585.0,Employed,Metropolis,659.0,33,45234,No,Yes
Male,36,Bachelors,154147.0,Employed,Gotham,767.0,14,38894,Yes,Yes
Female,38,High School,,Employed,Gotham,504.0,22,74763,No,No
Female,54,Bachelors,155850.0,Employed,Gotham,546.0,35,46943,No,No
Male,37,Masters,169337.0,Employed,Star City,348.0,19,47689,Yes,No
Male,50,Bachelors,185743.0,Unemployed,Star City,665.0,23,53689,No,No
Male,30,Masters,158872.0,Employed,Gotham,552.0,12,49324,Yes,Yes
Female,54,Bachelors,42460.0,Self-Employed,Gotham,377.0,31,75180,No,No
Female,50,Masters,33477.0,Employed,Gotham,716.0,25,38040,Yes,Yes
Male,34,Bachelors,32202.0,Employed,Gotham,334.0,2,78472,No,No
Male,42,Masters,,Employed,Central City,,25,35927,Yes,Yes
Male,42,Bachelors,119410.0,Employed,Gotham,611.0,18,23514,Yes,Yes
Female,26,Masters,136753.0,Employed,Metropolis,442.0,3,66058,Yes,No
